t,m_dot,Pp,N,alpha
53.7,6.312228617525622,7238.118950235873,42500,0.35
53.800000000000004,6.242498583664793,7255.031555520854,42500,0.35
53.900000000000006,6.284512463386522,7234.634487661376,42500,0.35
54.0,6.326957384289929,7192.167859944308,42500,0.35
54.1,6.241827715224725,7227.289501318979,42500,0.35
54.2,6.166102099168303,7187.284854796235,42500,0.35
54.300000000000004,6.243502094687689,7232.757143946774,42500,0.35
54.400000000000006,6.193936158853737,7221.248562800155,42500,0.35
54.5,6.217201176211829,7203.243084345216,42500,0.35
54.6,6.225594366447074,7197.319966440368,42500,0.35
54.7,6.140239107058784,7187.074941103273,42500,0.35
54.800000000000004,6.141060781438779,7202.242440071456,42500,0.35
54.900000000000006,6.242439573818299,7178.7741263544285,42500,0.35
55.0,6.1827404445349,7184.3840505889875,38500,0.35
55.1,6.035556863703875,7166.537870713574,38500,0.35
55.2,6.146930834447985,7100.414956165832,38500,0.35
55.300000000000004,6.065736462289049,7062.259189554508,38500,0.35
55.400000000000006,5.969895417583865,7018.686339593672,38500,0.35
55.5,5.893218832493134,6989.274799139478,38500,0.35
55.6,5.959162808308778,6945.38471941388,38500,0.35
55.7,5.897108366556054,6970.714494196919,38500,0.35
55.800000000000004,5.9633838478832955,6968.5176829395305,38500,0.35
55.900000000000006,5.832085095194871,6939.073329048416,38500,0.35
56.0,5.799602325477368,6824.937853205676,42500,0.65
56.1,5.971798139353116,5600.168131131807,42500,0.65
56.2,6.219844611732068,5653.794215579518,42500,0.65
56.300000000000004,6.406227849181517,5656.252522835054,42500,0.65
56.400000000000006,6.62894797799512,5707.96335802581,42500,0.65
56.5,6.727496650009418,5706.482652907444,42500,0.65
56.6,6.915017088071531,5793.012048168843,42500,0.65
56.7,7.092080566353588,5807.773647481429,42500,0.65
56.800000000000004,7.330751381306001,5874.477720601904,42500,0.65
56.900000000000006,7.533848903224738,5880.107408667467,42500,0.65
57.0,7.600616975405982,5962.733780039693,38500,0.35
57.1,7.414222820184608,8159.597339606512,38500,0.35
57.2,7.265374111103126,7965.375488724788,38500,0.35
57.300000000000004,7.070929633225275,7822.015509662323,38500,0.35
57.400000000000006,6.98129609446857,7682.018193794062,38500,0.35
57.5,6.6869792486570745,7615.067033699749,38500,0.35
57.6,6.6377167395099335,7516.109595794711,38500,0.35
57.7,6.531683764831687,7415.073011562006,38500,0.35
